transaction_id,amount,failure_reason,prior_successful_payments,prior_failed_payments,prior_recovery_attempts,hours_since_failure,active_promise_to_pay,contact_count_last_7_days,is_quiet_hours,action_taken,recovered
LOG-00348,4554.2,insufficient_funds,4,1,0,7.6,False,1,False,retry,1
LOG-00349,3884.0,expired_card,7,0,2,19.4,False,1,False,reminder,0
LOG-00350,5332.26,card_declined,6,1,0,6.0,False,2,False,retry,0
LOG-00351,4100.14,network_error,5,1,1,44.2,False,0,False,reminder,1
LOG-00352,11152.36,expired_card,3,1,0,68.3,False,0,False,retry,1
LOG-00353,36052.91,expired_card,8,0,4,1.4,False,0,False,reminder,0
LOG-00354,3834.32,bank_timeout,4,1,0,3.9,False,1,False,retry,1
LOG-00355,10952.87,insufficient_funds,6,0,0,1.0,False,0,False,retry,0
LOG-00356,484.24,bank_timeout,6,0,0,2.1,False,1,False,retry,1
LOG-00357,9857.67,card_declined,12,1,2,14.0,False,0,False,reminder,0
LOG-00358,8251.79,card_declined,7,0,1,31.1,False,2,False,reminder,0
LOG-00359,10346.55,card_declined,5,2,0,2.7,False,1,False,retry,0
LOG-00360,6971.31,insufficient_funds,4,1,4,57.6,False,0,True,escalate,1
LOG-00361,6957.04,insufficient_funds,13,1,0,12.6,False,0,False,retry,1
LOG-00362,4829.37,expired_card,4,1,1,23.6,True,0,False,wait,1
LOG-00363,15659.0,card_declined,6,0,2,18.5,False,0,False,reminder,0
LOG-00364,1753.7,card_declined,4,0,0,80.7,False,1,False,retry,0
LOG-00365,9231.95,insufficient_funds,6,4,2,17.4,False,2,False,payment_link,0
LOG-00366,3904.95,insufficient_funds,1,1,1,59.2,False,0,True,reminder,0
LOG-00367,19585.03,insufficient_funds,8,0,2,48.1,False,0,False,reminder,0
LOG-00368,6636.19,insufficient_funds,3,1,1,112.6,False,0,False,reminder,0
LOG-00369,1461.13,insufficient_funds,9,1,3,16.9,True,1,False,wait,1
LOG-00370,3519.63,insufficient_funds,5,1,0,59.9,False,1,False,retry,0
LOG-00371,3780.9,insufficient_funds,7,0,2,18.8,False,1,False,reminder,1
LOG-00372,8703.23,insufficient_funds,4,0,1,0.2,False,0,False,reminder,1
LOG-00373,564.49,network_error,6,2,2,16.1,False,1,False,reminder,0
LOG-00374,11360.0,expired_card,4,3,1,73.1,False,2,False,reminder,0
LOG-00375,1840.93,insufficient_funds,6,0,3,19.9,False,1,False,reminder,1
LOG-00376,3218.53,card_declined,8,1,1,38.3,False,0,False,reminder,0
LOG-00377,13003.7,card_declined,2,2,0,7.2,False,0,False,retry,0
LOG-00378,5808.94,insufficient_funds,7,1,0,28.9,False,0,True,retry,0
LOG-00379,9997.96,insufficient_funds,5,2,2,37.2,False,1,False,reminder,0
LOG-00380,2175.54,insufficient_funds,3,1,1,13.0,False,0,True,reminder,0
LOG-00381,9421.4,insufficient_funds,1,3,0,16.8,False,1,False,retry,0
LOG-00382,14746.6,insufficient_funds,5,1,2,9.6,False,1,False,payment_link,0
LOG-00383,19760.36,bank_timeout,4,1,0,11.7,False,1,True,retry,1
LOG-00384,42699.47,expired_card,4,1,3,31.4,False,0,False,reminder,0
LOG-00385,6440.07,card_declined,5,1,1,59.7,False,2,False,reminder,0
LOG-00386,3714.77,expired_card,1,0,3,12.5,False,1,False,reminder,0
LOG-00387,4201.55,insufficient_funds,8,2,2,5.2,False,0,True,payment_link,0
LOG-00388,19356.75,card_declined,3,1,0,190.0,False,0,False,retry,0
LOG-00389,5319.32,expired_card,4,0,0,25.9,False,2,False,retry,0
LOG-00390,9860.88,insufficient_funds,4,1,3,8.5,True,2,True,wait,1
LOG-00391,1975.03,card_declined,6,2,3,18.8,False,2,False,reminder,1
LOG-00392,5493.85,card_declined,8,3,1,5.8,False,1,False,reminder,0
LOG-00393,6894.51,insufficient_funds,3,2,1,80.9,False,0,True,reminder,0
LOG-00394,2611.31,card_declined,4,0,3,53.9,False,1,False,reminder,0
LOG-00395,2941.0,card_declined,7,5,1,41.4,False,0,True,reminder,0
LOG-00396,4302.14,card_declined,5,1,1,39.2,False,1,False,reminder,0
LOG-00397,23210.66,insufficient_funds,3,3,0,24.4,False,0,True,retry,0
LOG-00398,9749.76,card_declined,4,2,1,13.9,False,2,False,reminder,0
LOG-00399,9332.92,card_declined,7,0,0,78.5,False,0,False,retry,0
LOG-00400,1502.56,network_error,4,0,2,14.4,False,1,False,payment_link,0
LOG-00401,4830.54,card_declined,6,1,1,50.0,False,1,False,reminder,0
LOG-00402,4067.08,expired_card,4,2,1,52.9,False,1,False,reminder,0
LOG-00403,4272.12,expired_card,4,2,2,36.9,False,1,True,reminder,0
LOG-00404,41887.74,network_error,6,1,1,40.6,False,0,True,reminder,1
LOG-00405,761.76,card_declined,3,0,0,2.9,False,3,True,retry,0
LOG-00406,3928.52,insufficient_funds,2,0,2,6.6,False,1,True,reminder,0
LOG-00407,3564.18,bank_timeout,8,1,1,43.7,True,1,False,wait,1
LOG-00408,7628.96,expired_card,4,1,1,5.6,False,0,False,reminder,1
LOG-00409,4731.23,insufficient_funds,7,4,2,26.2,False,0,False,reminder,0
LOG-00410,4085.66,network_error,3,1,1,37.2,False,1,False,reminder,0
LOG-00411,4246.61,card_declined,9,1,0,31.8,False,2,True,retry,0
LOG-00412,4874.56,insufficient_funds,8,0,2,37.5,False,0,False,reminder,0
LOG-00413,13293.5,insufficient_funds,6,2,0,36.9,False,1,False,retry,0
LOG-00414,4797.28,card_declined,10,2,3,16.3,False,0,False,escalate,0
LOG-00415,1230.76,insufficient_funds,1,0,2,48.9,False,2,False,payment_link,1
LOG-00416,1199.18,expired_card,4,1,1,167.6,False,0,False,reminder,0
LOG-00417,4987.42,card_declined,5,2,1,147.9,False,1,False,reminder,0
LOG-00418,5126.48,insufficient_funds,8,1,0,11.8,False,1,False,retry,1
LOG-00419,24154.24,card_declined,8,1,1,36.3,False,1,False,reminder,0
LOG-00420,5652.39,bank_timeout,6,1,2,23.2,False,2,False,payment_link,0
LOG-00421,2221.66,insufficient_funds,4,0,1,9.0,False,0,False,reminder,0
LOG-00422,9085.82,insufficient_funds,4,2,1,15.1,False,0,False,reminder,0
LOG-00423,7076.37,bank_timeout,6,3,0,15.0,False,0,True,retry,1
LOG-00424,5964.07,card_declined,2,3,1,32.7,True,5,False,wait,1
LOG-00425,13849.29,insufficient_funds,7,1,1,24.3,False,0,False,reminder,0
LOG-00426,4836.38,insufficient_funds,1,1,1,10.2,False,0,False,reminder,1
LOG-00427,10459.53,insufficient_funds,6,1,3,9.1,True,2,False,wait,1
LOG-00428,7741.13,expired_card,3,0,2,2.2,False,1,False,reminder,1
LOG-00429,859.8,network_error,1,3,2,2.1,False,1,False,reminder,1
LOG-00430,4189.46,card_declined,5,1,2,48.5,False,0,False,payment_link,0
LOG-00431,7101.68,card_declined,7,1,3,24.6,False,1,False,reminder,0
LOG-00432,8308.75,network_error,5,1,0,17.8,False,0,False,retry,1
LOG-00433,3655.01,network_error,2,0,3,47.0,False,1,False,escalate,1
LOG-00434,2901.44,bank_timeout,5,0,1,20.2,False,2,False,reminder,0
LOG-00435,77155.43,network_error,6,1,0,6.3,False,1,True,retry,1
LOG-00436,9014.53,card_declined,6,3,1,0.8,True,1,False,wait,1
LOG-00437,430.88,card_declined,7,2,1,28.2,False,0,False,reminder,0
LOG-00438,46071.45,bank_timeout,3,0,2,6.2,False,0,True,reminder,0
LOG-00439,553.16,network_error,10,2,1,14.9,False,0,False,reminder,0
LOG-00440,12330.17,card_declined,7,0,1,39.0,True,1,True,wait,0
LOG-00441,2510.43,insufficient_funds,4,3,1,122.8,False,0,False,reminder,1
LOG-00442,9801.07,insufficient_funds,3,0,1,48.8,False,1,False,reminder,1
LOG-00443,6090.31,card_declined,6,1,1,1.9,False,1,False,reminder,0
LOG-00444,2952.7,card_declined,7,1,0,3.7,False,0,False,retry,1
LOG-00445,8613.04,network_error,6,1,0,28.9,False,1,False,retry,0
LOG-00446,4369.24,insufficient_funds,3,0,2,123.2,False,0,False,payment_link,1
LOG-00447,1154.97,expired_card,5,0,0,0.8,False,1,True,retry,1
LOG-00448,3160.3,insufficient_funds,4,4,0,66.0,False,1,False,retry,0
LOG-00449,11566.06,network_error,2,1,2,92.9,False,1,False,reminder,0
LOG-00450,12272.04,card_declined,3,1,0,9.3,False,2,True,retry,0
LOG-00451,25324.41,insufficient_funds,6,1,1,28.6,False,0,False,reminder,0
LOG-00452,5026.14,insufficient_funds,6,1,0,22.5,False,0,False,retry,0
LOG-00453,10586.58,insufficient_funds,12,5,1,14.9,False,0,False,reminder,1
LOG-00454,3529.18,insufficient_funds,3,2,4,30.4,False,0,False,reminder,0
LOG-00455,8976.99,card_declined,4,1,1,24.1,True,1,False,reminder,1
LOG-00456,1269.95,network_error,4,1,0,1.8,False,2,False,retry,1
LOG-00457,3529.72,network_error,3,2,1,81.6,False,0,False,reminder,0
LOG-00458,16918.18,card_declined,6,1,0,8.0,False,0,False,retry,1
LOG-00459,6509.44,network_error,5,2,0,31.6,False,0,False,retry,1
LOG-00460,4903.27,expired_card,6,1,1,73.7,False,0,False,reminder,0
LOG-00461,5606.21,expired_card,5,0,0,46.6,False,1,False,retry,0
LOG-00462,327.1,card_declined,3,1,0,78.4,False,2,False,retry,0
LOG-00463,10584.28,expired_card,1,1,2,121.7,False,3,False,reminder,0
LOG-00464,7480.06,card_declined,6,0,0,103.1,False,0,False,retry,0
LOG-00465,20562.96,insufficient_funds,1,0,0,5.2,False,0,False,retry,1
LOG-00466,1191.86,card_declined,8,3,0,18.9,False,0,False,retry,0
LOG-00467,752.26,insufficient_funds,5,1,0,0.4,True,0,False,wait,0
LOG-00468,28521.56,insufficient_funds,3,1,1,62.0,False,2,False,reminder,0
LOG-00469,8217.53,bank_timeout,7,2,3,7.2,False,0,False,escalate,0
LOG-00470,2464.5,bank_timeout,3,1,0,10.3,False,0,False,retry,1
LOG-00471,3401.42,card_declined,3,2,2,19.2,False,1,False,reminder,1
LOG-00472,4523.99,bank_timeout,3,0,0,7.3,False,1,False,retry,1
LOG-00473,2552.35,card_declined,10,1,1,8.1,False,0,False,reminder,0
LOG-00474,1562.53,bank_timeout,6,0,0,37.9,False,1,False,retry,1
LOG-00475,15539.58,expired_card,7,1,0,45.4,False,0,False,retry,0
LOG-00476,11545.28,bank_timeout,6,3,2,9.1,False,1,False,reminder,0
LOG-00477,12145.68,bank_timeout,6,1,0,45.4,False,0,False,retry,0
LOG-00478,3702.99,insufficient_funds,4,1,0,18.0,False,0,False,retry,0
LOG-00479,3143.58,insufficient_funds,2,2,1,9.6,False,2,False,reminder,0
LOG-00480,1312.22,expired_card,4,1,0,4.1,False,1,False,retry,0
LOG-00481,3108.7,network_error,3,1,1,50.9,True,1,False,reminder,0
LOG-00482,1664.61,network_error,5,2,0,61.7,False,1,False,retry,0
LOG-00483,4275.87,network_error,4,1,2,33.2,False,0,False,reminder,1
LOG-00484,25334.92,insufficient_funds,11,1,2,27.4,False,1,False,reminder,1
LOG-00485,16350.72,card_declined,2,2,1,13.0,False,1,False,reminder,0
LOG-00486,538.91,bank_timeout,7,1,0,2.4,False,1,True,retry,1
LOG-00487,16645.09,expired_card,4,0,1,5.7,False,1,True,reminder,0
LOG-00488,1873.1,insufficient_funds,10,3,2,10.3,True,0,False,wait,1
LOG-00489,4898.78,network_error,5,1,1,29.9,False,1,False,reminder,0
LOG-00490,1771.66,insufficient_funds,3,1,0,55.0,False,2,False,retry,0
LOG-00491,11722.9,insufficient_funds,7,2,0,38.2,True,0,True,wait,1
LOG-00492,7444.57,insufficient_funds,3,2,0,65.6,False,1,False,retry,0
LOG-00493,18703.25,network_error,3,1,0,48.2,False,1,True,retry,1
LOG-00494,10083.36,card_declined,6,1,0,24.2,False,1,False,retry,0
LOG-00495,2106.5,expired_card,3,1,0,22.6,False,3,False,retry,0
LOG-00496,2149.95,insufficient_funds,6,2,0,39.0,True,1,False,wait,1
LOG-00497,1172.57,insufficient_funds,7,2,1,32.1,False,3,False,reminder,0
LOG-00498,6389.17,insufficient_funds,5,1,1,31.0,False,0,True,reminder,1
LOG-00499,3333.05,insufficient_funds,4,1,0,50.9,False,0,True,retry,0
LOG-00500,9831.65,insufficient_funds,6,1,0,74.2,False,1,False,retry,0
LOG-00501,3116.54,expired_card,6,0,1,10.6,False,0,False,reminder,0
LOG-00502,24578.66,network_error,8,1,2,1.4,False,0,False,reminder,0
LOG-00503,3085.06,expired_card,5,1,0,6.2,False,1,False,retry,0
LOG-00504,3837.82,insufficient_funds,4,0,0,103.4,True,0,True,wait,0
LOG-00505,8178.51,bank_timeout,5,2,1,12.8,True,0,False,reminder,0
LOG-00506,14957.23,expired_card,3,2,2,12.3,True,0,False,reminder,1
LOG-00507,12519.22,card_declined,5,1,0,8.1,True,0,False,wait,1
LOG-00508,3427.94,insufficient_funds,2,1,1,118.4,True,2,False,wait,0
LOG-00509,46719.06,expired_card,3,1,0,21.1,True,2,True,retry,0
LOG-00510,1250.89,insufficient_funds,7,2,1,49.2,False,0,False,reminder,0
LOG-00511,2729.19,expired_card,4,1,0,2.4,False,1,False,retry,1
LOG-00512,11377.54,insufficient_funds,7,2,0,89.7,False,0,False,retry,0
LOG-00513,1452.25,insufficient_funds,5,1,0,0.2,False,1,False,retry,1
LOG-00514,3786.0,bank_timeout,6,0,0,3.4,False,3,False,retry,1
LOG-00515,747.45,expired_card,4,0,1,7.2,True,0,True,wait,1
LOG-00516,5771.03,network_error,3,0,1,9.0,False,0,False,reminder,0
LOG-00517,751.23,network_error,3,3,1,82.2,False,1,False,reminder,0
LOG-00518,1311.14,insufficient_funds,4,0,1,0.4,False,3,False,reminder,0
LOG-00519,879.35,card_declined,5,1,1,7.9,False,1,False,reminder,0
LOG-00520,8221.7,bank_timeout,7,0,2,7.3,False,4,False,reminder,0
LOG-00521,20638.08,insufficient_funds,5,2,1,1.8,False,0,False,reminder,0
LOG-00522,7051.86,expired_card,3,2,0,22.8,True,0,False,wait,1
LOG-00523,30893.85,card_declined,2,1,2,36.0,False,1,False,payment_link,1
LOG-00524,8681.55,expired_card,6,1,1,13.2,False,0,False,reminder,0
LOG-00525,307.18,insufficient_funds,2,0,1,81.0,True,0,False,wait,1
LOG-00526,4316.82,card_declined,10,0,0,0.1,False,1,False,retry,1
LOG-00527,4613.86,network_error,8,0,0,11.5,False,1,False,retry,1
LOG-00528,906.87,network_error,2,0,0,4.9,False,0,False,retry,0
LOG-00529,2407.57,card_declined,8,1,0,13.5,False,1,False,retry,0
LOG-00530,781.65,insufficient_funds,3,1,3,15.8,False,1,True,escalate,0
LOG-00531,9789.47,network_error,4,2,1,73.1,False,0,False,reminder,1
LOG-00532,4582.12,insufficient_funds,10,0,1,14.0,False,1,False,reminder,1
LOG-00533,1672.37,insufficient_funds,8,3,1,31.9,False,1,False,reminder,0
LOG-00534,16866.09,bank_timeout,6,0,1,11.9,True,0,False,reminder,0
LOG-00535,4038.27,expired_card,2,2,2,7.7,False,2,False,reminder,1
LOG-00536,3970.79,card_declined,7,0,2,3.4,False,1,False,reminder,1
LOG-00537,3018.52,card_declined,4,1,0,13.4,True,1,False,wait,0
LOG-00538,3841.53,card_declined,7,1,0,17.3,False,0,False,retry,0
LOG-00539,3541.13,card_declined,5,1,1,0.8,False,1,False,reminder,1
LOG-00540,15803.05,bank_timeout,5,2,1,31.9,False,1,False,reminder,0
LOG-00541,1177.4,insufficient_funds,5,0,2,0.4,False,1,True,reminder,0
LOG-00542,5767.02,expired_card,6,2,2,2.0,False,1,False,reminder,0
LOG-00543,1197.52,insufficient_funds,7,1,2,15.6,False,0,True,reminder,0
LOG-00544,2309.93,card_declined,5,1,2,27.2,False,1,False,payment_link,1
LOG-00545,2226.74,card_declined,6,1,2,10.7,False,0,False,reminder,0
LOG-00546,24166.28,card_declined,7,0,1,25.4,False,2,False,reminder,0
LOG-00547,953.02,expired_card,3,2,0,22.4,True,3,False,retry,0
LOG-00548,13758.74,insufficient_funds,5,2,0,45.9,False,1,True,retry,0
LOG-00549,1613.83,network_error,4,0,0,14.0,False,2,False,retry,1
LOG-00550,10064.13,expired_card,12,0,1,56.5,False,1,True,reminder,1
LOG-00551,8276.5,insufficient_funds,8,1,2,24.7,True,0,False,reminder,0
LOG-00552,5141.04,bank_timeout,5,1,1,14.4,True,2,False,reminder,1
LOG-00553,2174.1,insufficient_funds,4,2,2,65.9,False,0,False,reminder,0
LOG-00554,5433.27,card_declined,2,1,0,6.1,False,1,False,retry,0
LOG-00555,1807.67,insufficient_funds,1,0,4,3.7,False,1,False,reminder,0
LOG-00556,11097.82,expired_card,5,1,1,80.5,False,0,False,reminder,1
LOG-00557,10640.37,insufficient_funds,7,0,0,8.1,False,1,False,retry,0
LOG-00558,1584.27,network_error,5,2,1,12.8,False,2,False,reminder,0
LOG-00559,6571.09,network_error,3,0,2,18.2,False,1,False,reminder,1
LOG-00560,11473.09,card_declined,8,0,0,19.7,False,0,False,retry,1
LOG-00561,11281.81,bank_timeout,4,0,1,2.9,False,1,False,reminder,0
LOG-00562,3073.07,card_declined,2,2,1,33.0,False,0,False,reminder,0
LOG-00563,10079.47,insufficient_funds,5,3,4,24.3,False,0,False,reminder,0
LOG-00564,6927.07,card_declined,7,0,2,84.9,False,0,False,payment_link,1
LOG-00565,602.74,bank_timeout,4,0,1,19.8,False,1,False,reminder,0
LOG-00566,4614.28,card_declined,6,3,2,50.6,False,0,False,reminder,0
LOG-00567,5790.4,bank_timeout,7,0,3,82.5,False,2,False,reminder,0
LOG-00568,1428.33,card_declined,7,0,0,14.4,False,0,False,retry,1
LOG-00569,42558.03,insufficient_funds,4,2,1,35.9,False,1,True,reminder,0
LOG-00570,3891.96,card_declined,8,2,0,4.2,False,0,False,retry,0
LOG-00571,4564.79,card_declined,5,2,0,2.5,False,1,True,retry,0
LOG-00572,2907.45,insufficient_funds,6,1,0,18.4,False,5,True,retry,0
LOG-00573,19716.27,expired_card,2,1,0,2.7,False,0,False,retry,1
LOG-00574,4166.69,expired_card,5,0,3,53.7,True,3,False,wait,0
LOG-00575,5794.81,card_declined,2,2,2,3.5,False,1,False,payment_link,1
LOG-00576,13318.0,card_declined,3,0,0,25.1,False,0,False,retry,0
LOG-00577,4082.62,insufficient_funds,2,2,1,17.1,True,0,False,reminder,0
LOG-00578,9150.58,insufficient_funds,2,3,2,40.1,False,1,False,reminder,0
LOG-00579,37647.36,insufficient_funds,5,0,0,50.4,False,1,True,retry,0
LOG-00580,2758.72,card_declined,2,1,1,10.3,False,0,False,reminder,0
LOG-00581,8793.41,card_declined,6,0,1,30.6,False,3,False,reminder,0
LOG-00582,2800.85,insufficient_funds,5,0,1,9.3,False,0,True,reminder,1
LOG-00583,3601.88,insufficient_funds,5,1,4,1.9,False,1,False,reminder,0
LOG-00584,4605.56,card_declined,4,2,1,7.4,False,1,True,reminder,0
LOG-00585,2486.88,network_error,8,1,1,16.4,False,0,False,reminder,0
LOG-00586,2293.67,card_declined,3,1,0,34.2,False,3,True,retry,0
LOG-00587,3090.9,insufficient_funds,4,1,1,80.0,False,3,False,reminder,0
LOG-00588,6356.77,insufficient_funds,3,2,0,4.2,False,1,False,retry,0
LOG-00589,3736.74,insufficient_funds,5,0,0,21.2,False,2,True,retry,0
LOG-00590,3199.6,card_declined,2,1,1,62.8,False,0,False,reminder,1
LOG-00591,28443.47,insufficient_funds,1,0,3,93.9,False,2,False,reminder,1
LOG-00592,507.3,card_declined,1,1,0,30.8,False,1,False,retry,0
LOG-00593,568.56,card_declined,1,1,0,2.6,False,0,False,retry,1
LOG-00594,4299.51,insufficient_funds,4,2,2,34.3,True,0,False,wait,0
LOG-00595,3324.45,insufficient_funds,4,2,0,57.8,False,0,False,retry,0
LOG-00596,19004.87,network_error,7,1,1,27.7,False,1,False,reminder,0
LOG-00597,6104.46,insufficient_funds,8,0,0,76.3,False,0,False,retry,0
LOG-00598,3989.42,card_declined,4,1,0,1.9,True,0,False,wait,0
LOG-00599,1548.93,expired_card,3,0,1,44.4,False,0,False,reminder,0
LOG-00600,3428.32,expired_card,4,2,3,23.7,False,1,False,reminder,0
LOG-00601,3009.34,expired_card,6,3,1,30.2,False,1,False,reminder,0
LOG-00602,14153.38,card_declined,0,0,0,54.0,False,1,False,retry,0
LOG-00603,8004.7,network_error,4,1,0,37.5,False,2,False,retry,1
LOG-00604,19616.1,card_declined,3,2,0,73.2,False,0,False,retry,0
LOG-00605,1960.02,insufficient_funds,4,0,1,76.5,False,1,False,reminder,0
LOG-00606,6506.88,network_error,7,1,0,33.1,True,1,False,wait,1
LOG-00607,13696.28,network_error,4,0,1,0.8,False,0,False,reminder,0
LOG-00608,10812.4,bank_timeout,1,0,0,0.7,False,1,False,retry,1
LOG-00609,7162.56,insufficient_funds,6,2,0,40.0,False,2,False,retry,0
LOG-00610,21133.54,network_error,9,0,1,14.2,False,0,False,reminder,1
LOG-00611,1510.36,card_declined,2,1,0,51.7,False,0,False,retry,0
LOG-00612,1970.34,network_error,6,0,0,17.6,False,0,False,retry,1
LOG-00613,1375.36,expired_card,8,0,0,0.2,False,0,False,retry,1
LOG-00614,3192.96,insufficient_funds,8,1,1,9.0,False,0,False,reminder,0
LOG-00615,277.32,expired_card,6,4,4,59.5,False,0,False,escalate,0
LOG-00616,1275.59,insufficient_funds,9,2,0,37.2,False,0,False,retry,0
LOG-00617,4699.18,insufficient_funds,6,1,1,4.2,True,1,False,wait,1
LOG-00618,24853.77,insufficient_funds,4,1,2,16.7,False,0,True,reminder,0
LOG-00619,3278.03,bank_timeout,5,2,1,32.2,False,0,False,reminder,0
LOG-00620,6303.57,card_declined,3,1,3,10.4,True,1,False,wait,1
LOG-00621,12967.19,bank_timeout,4,2,2,6.6,False,1,False,reminder,0
LOG-00622,5191.67,insufficient_funds,2,2,1,41.3,False,1,False,reminder,0
LOG-00623,17620.13,insufficient_funds,3,1,2,18.8,False,1,False,reminder,0
LOG-00624,6791.71,card_declined,3,0,0,22.2,False,0,False,retry,1
LOG-00625,546.41,insufficient_funds,6,1,1,95.8,False,0,False,reminder,1
LOG-00626,2491.09,network_error,8,2,0,29.1,False,3,False,retry,1
LOG-00627,36951.54,network_error,4,1,3,43.1,True,1,False,wait,1
LOG-00628,2105.06,network_error,4,2,2,37.3,False,0,False,reminder,0
LOG-00629,816.26,expired_card,1,0,0,3.8,True,0,False,wait,1
LOG-00630,1861.36,network_error,9,1,1,9.2,True,0,False,reminder,0
LOG-00631,4927.15,bank_timeout,4,0,2,9.7,True,3,False,reminder,0
LOG-00632,6880.15,bank_timeout,7,0,1,40.6,True,0,False,wait,1
LOG-00633,1349.01,insufficient_funds,4,0,0,35.1,False,1,False,retry,0
LOG-00634,12904.63,expired_card,4,1,3,2.5,False,3,False,escalate,0
LOG-00635,12104.81,network_error,7,2,1,18.8,False,1,False,reminder,0
LOG-00636,4104.47,expired_card,3,0,1,31.2,True,1,False,reminder,0
LOG-00637,16134.07,card_declined,5,0,1,10.2,False,0,False,reminder,1
LOG-00638,3238.7,insufficient_funds,4,4,1,23.9,True,0,True,wait,0
LOG-00639,1324.39,card_declined,6,0,2,61.6,True,0,False,wait,1
LOG-00640,5447.35,insufficient_funds,8,3,4,12.4,False,1,False,escalate,0
LOG-00641,3274.13,card_declined,7,0,0,97.9,False,0,False,retry,0
LOG-00642,4884.05,insufficient_funds,10,2,1,36.5,False,0,True,reminder,1
LOG-00643,18128.57,expired_card,3,2,2,1.8,False,1,True,reminder,0
LOG-00644,17820.72,card_declined,0,0,2,16.8,False,0,False,payment_link,0
LOG-00645,5588.5,expired_card,5,0,0,36.9,False,1,True,retry,0
LOG-00646,19223.46,card_declined,6,1,0,9.7,False,1,False,retry,0
LOG-00647,3392.41,card_declined,4,2,0,21.6,False,2,True,retry,0
LOG-00648,18285.92,card_declined,5,0,1,26.6,False,1,False,reminder,0
LOG-00649,2401.47,card_declined,4,2,0,6.7,False,2,False,retry,0
LOG-00650,4977.8,expired_card,8,3,2,2.4,False,1,False,reminder,0
LOG-00651,7885.02,card_declined,8,3,1,64.7,False,1,False,reminder,0
LOG-00652,9381.79,insufficient_funds,3,0,1,13.8,False,2,False,reminder,0
LOG-00653,2570.66,insufficient_funds,3,1,1,38.7,False,0,True,reminder,0
LOG-00654,1999.77,expired_card,3,0,0,20.1,False,1,False,retry,0
LOG-00655,20923.37,insufficient_funds,10,1,0,53.9,False,1,True,retry,0
LOG-00656,8765.32,card_declined,4,0,1,20.6,False,0,False,reminder,0
LOG-00657,1850.19,insufficient_funds,7,2,1,13.9,False,1,False,reminder,1
LOG-00658,6609.06,expired_card,6,1,0,3.5,False,0,False,retry,0
LOG-00659,41495.1,insufficient_funds,2,2,2,58.2,False,1,False,payment_link,1
LOG-00660,3762.81,expired_card,3,3,0,22.1,False,2,False,retry,1
LOG-00661,3861.84,expired_card,5,1,0,22.9,False,1,False,retry,0
LOG-00662,7426.85,insufficient_funds,2,0,0,92.4,False,1,False,retry,0
LOG-00663,4309.12,expired_card,4,2,0,3.4,True,1,False,retry,1
LOG-00664,7404.5,card_declined,5,1,0,17.6,False,0,False,retry,1
LOG-00665,4112.01,card_declined,8,2,0,31.2,False,0,False,retry,0
LOG-00666,4492.75,bank_timeout,5,1,0,39.4,False,0,False,retry,0
LOG-00667,11587.26,card_declined,3,1,0,48.5,False,2,False,retry,0
LOG-00668,4671.91,insufficient_funds,7,1,1,35.6,False,0,False,reminder,0
LOG-00669,3831.13,network_error,8,0,1,53.1,True,0,False,wait,0
LOG-00670,1007.55,card_declined,4,2,1,9.3,False,1,False,reminder,0
LOG-00671,65557.69,insufficient_funds,8,2,2,127.1,False,0,False,reminder,0
LOG-00672,9786.98,insufficient_funds,2,1,0,13.1,True,0,True,wait,1
LOG-00673,3527.51,network_error,4,4,1,2.7,False,0,False,reminder,0
LOG-00674,7765.44,insufficient_funds,7,2,2,1.7,False,1,False,reminder,0
LOG-00675,4552.11,card_declined,5,2,1,24.9,True,0,False,wait,1
LOG-00676,18512.19,insufficient_funds,7,1,0,107.0,False,2,True,retry,0
LOG-00677,8535.09,insufficient_funds,6,2,1,1.3,False,2,True,reminder,0
LOG-00678,10557.18,bank_timeout,2,1,2,49.4,False,0,False,payment_link,1
LOG-00679,35789.38,insufficient_funds,4,1,0,51.9,False,0,True,retry,0
LOG-00680,23125.95,insufficient_funds,5,1,0,11.2,False,1,False,retry,0
LOG-00681,7429.64,card_declined,1,1,1,27.3,False,2,False,reminder,0
LOG-00682,4142.39,card_declined,8,0,1,4.1,False,1,False,reminder,0
LOG-00683,1486.04,bank_timeout,3,0,0,2.9,False,2,False,retry,0
LOG-00684,1114.0,expired_card,1,0,1,2.0,False,0,True,reminder,0
LOG-00685,985.39,insufficient_funds,6,2,2,19.9,False,0,False,payment_link,0
LOG-00686,5866.37,expired_card,8,0,1,101.9,False,3,False,reminder,1
LOG-00687,13572.62,insufficient_funds,3,1,0,9.2,True,0,True,retry,0
LOG-00688,2288.94,card_declined,4,0,1,73.9,True,2,True,wait,1
LOG-00689,2245.25,insufficient_funds,11,0,0,10.9,True,0,False,wait,1
LOG-00690,2219.95,network_error,3,1,3,12.9,False,1,True,reminder,0
LOG-00691,1081.47,insufficient_funds,7,1,1,6.4,False,1,False,reminder,0
LOG-00692,2781.19,network_error,3,1,0,12.1,False,1,False,retry,1
LOG-00693,8295.54,insufficient_funds,7,1,2,9.4,False,0,False,reminder,0
LOG-00694,1159.77,card_declined,3,1,1,4.6,False,1,True,reminder,0
LOG-00695,5008.22,card_declined,3,0,2,17.7,False,3,True,payment_link,1
LOG-00696,5507.46,card_declined,5,2,1,1.7,False,1,False,reminder,1
LOG-00697,1439.64,insufficient_funds,5,1,1,11.8,False,1,False,reminder,1
